query,execution_time
"select  channel, item, return_ratio, return_rank, currency_rank from  (select  'web' as channel  ,web.item  ,web.return_ratio  ,web.return_rank  ,web.currency_rank  from (  	select   	 item  	,return_ratio  	,currency_ratio  	,rank() over (order by return_ratio) as return_rank  	,rank() over (order by currency_ratio) as currency_rank  	from  	(	select ws.ws_item_sk as item  		,(cast(sum(coalesce(wr.wr_return_quantity,0)) as decimal(15,4))/  		cast(sum(coalesce(ws.ws_quantity,0)) as decimal(15,4) )) as return_ratio  		,(cast(sum(coalesce(wr.wr_return_amt,0)) as decimal(15,4))/  		cast(sum(coalesce(ws.ws_net_paid,0)) as decimal(15,4) )) as currency_ratio  		from   		 web_sales_orc_snappy ws left outer join web_returns_orc_snappy wr   			on (ws.ws_order_number = wr.wr_order_number and   			ws.ws_item_sk = wr.wr_item_sk)                  ,date_dim_orc_snappy  		where   			wr.wr_return_amt > 10000   			and ws.ws_net_profit > 1                          and ws.ws_net_paid > 0                          and ws.ws_quantity > 0                          and ws_sold_date_sk = d_date_sk                          and d_year = 1998                          and d_moy = 11  		group by ws.ws_item_sk  	) in_web  ) web  where   (  web.return_rank <= 10  or  web.currency_rank <= 10  )  union  select   'catalog' as channel  ,catalog.item  ,catalog.return_ratio  ,catalog.return_rank  ,catalog.currency_rank  from (  	select   	 item  	,return_ratio  	,currency_ratio  	,rank() over (order by return_ratio) as return_rank  	,rank() over (order by currency_ratio) as currency_rank  	from  	(	select   		cs.cs_item_sk as item  		,(cast(sum(coalesce(cr.cr_return_quantity,0)) as decimal(15,4))/  		cast(sum(coalesce(cs.cs_quantity,0)) as decimal(15,4) )) as return_ratio  		,(cast(sum(coalesce(cr.cr_return_amount,0)) as decimal(15,4))/  		cast(sum(coalesce(cs.cs_net_paid,0)) as decimal(15,4) )) as currency_ratio  		from   		catalog_sales_orc_snappy cs left outer join catalog_returns_orc_snappy cr  			on (cs.cs_order_number = cr.cr_order_number and   			cs.cs_item_sk = cr.cr_item_sk)                 ,date_dim_orc_snappy  		where   			cr.cr_return_amount > 10000   			and cs.cs_net_profit > 1                          and cs.cs_net_paid > 0                          and cs.cs_quantity > 0                          and cs_sold_date_sk = d_date_sk                          and d_year = 1998                          and d_moy = 11                  group by cs.cs_item_sk  	) in_cat  ) catalog  where   (  catalog.return_rank <= 10  or  catalog.currency_rank <=10  )  union  select   'store' as channel  ,store.item  ,store.return_ratio  ,store.return_rank  ,store.currency_rank  from (  	select   	 item  	,return_ratio  	,currency_ratio  	,rank() over (order by return_ratio) as return_rank  	,rank() over (order by currency_ratio) as currency_rank  	from  	(	select sts.ss_item_sk as item  		,(cast(sum(coalesce(sr.sr_return_quantity,0)) as decimal(15,4))/cast(sum(coalesce(sts.ss_quantity,0)) as decimal(15,4) )) as return_ratio  		,(cast(sum(coalesce(sr.sr_return_amt,0)) as decimal(15,4))/cast(sum(coalesce(sts.ss_net_paid,0)) as decimal(15,4) )) as currency_ratio  		from   		store_sales_orc_snappy sts left outer join store_returns_orc_snappy sr  			on (sts.ss_ticket_number = sr.sr_ticket_number and sts.ss_item_sk = sr.sr_item_sk)                 ,date_dim_orc_snappy  		where   			sr.sr_return_amt > 10000   			and sts.ss_net_profit > 1                          and sts.ss_net_paid > 0                           and sts.ss_quantity > 0                          and ss_sold_date_sk = d_date_sk                          and d_year = 1998                          and d_moy = 11  		group by sts.ss_item_sk  	) in_store  ) store  where  (  store.return_rank <= 10  or   store.currency_rank <= 10  )  )  order by 1,4,5,2  limit 100",6.661944389
"select  i_item_desc       ,w_warehouse_name       ,d1.d_week_seq       ,sum(case when p_promo_sk is null then 1 else 0 end) no_promo       ,sum(case when p_promo_sk is not null then 1 else 0 end) promo       ,count(*) total_cnt from catalog_sales_orc_snappy join inventory_orc_snappy on (cs_item_sk = inv_item_sk) join warehouse_orc_snappy on (w_warehouse_sk=inv_warehouse_sk) join item_orc_snappy on (i_item_sk = cs_item_sk) join customer_demographics_orc_snappy on (cs_bill_cdemo_sk = cd_demo_sk) join household_demographics_orc_snappy on (cs_bill_hdemo_sk = hd_demo_sk) join date_dim_orc_snappy d1 on (cs_sold_date_sk = d1.d_date_sk) join date_dim_orc_snappy d2 on (inv_date_sk = d2.d_date_sk) join date_dim_orc_snappy d3 on (cs_ship_date_sk = d3.d_date_sk) left outer join promotion_orc_snappy on (cs_promo_sk=p_promo_sk) left outer join catalog_returns_orc_snappy on (cr_item_sk = cs_item_sk and cr_order_number = cs_order_number) where d1.d_week_seq = d2.d_week_seq   and inv_quantity_on_hand < cs_quantity    and d3.d_date > d1.d_date + 5   and hd_buy_potential = '1001-5000'   and d1.d_year = 1998   and cd_marital_status = 'S' group by i_item_desc,w_warehouse_name,d1.d_week_seq order by total_cnt desc, i_item_desc, w_warehouse_name, d_week_seq limit 100",30.91201496
"WITH all_sales AS (  SELECT d_year        ,i_brand_id        ,i_class_id        ,i_category_id        ,i_manufact_id        ,SUM(sales_cnt) AS sales_cnt        ,SUM(sales_amt) AS sales_amt  FROM (SELECT d_year              ,i_brand_id              ,i_class_id              ,i_category_id              ,i_manufact_id              ,cs_quantity - COALESCE(cr_return_quantity,0) AS sales_cnt              ,cs_ext_sales_price - COALESCE(cr_return_amount,0.0) AS sales_amt        FROM catalog_sales_orc_snappy JOIN item_orc_snappy ON i_item_sk=cs_item_sk                           JOIN date_dim_orc_snappy ON d_date_sk=cs_sold_date_sk                           LEFT JOIN catalog_returns_orc_snappy ON (cs_order_number=cr_order_number                                                      AND cs_item_sk=cr_item_sk)        WHERE i_category='Sports'        UNION        SELECT d_year              ,i_brand_id              ,i_class_id              ,i_category_id              ,i_manufact_id              ,ss_quantity - COALESCE(sr_return_quantity,0) AS sales_cnt              ,ss_ext_sales_price - COALESCE(sr_return_amt,0.0) AS sales_amt        FROM store_sales_orc_snappy JOIN item_orc_snappy ON i_item_sk=ss_item_sk                         JOIN date_dim_orc_snappy ON d_date_sk=ss_sold_date_sk                         LEFT JOIN store_returns_orc_snappy ON (ss_ticket_number=sr_ticket_number                                                  AND ss_item_sk=sr_item_sk)        WHERE i_category='Sports'        UNION        SELECT d_year              ,i_brand_id              ,i_class_id              ,i_category_id              ,i_manufact_id              ,ws_quantity - COALESCE(wr_return_quantity,0) AS sales_cnt              ,ws_ext_sales_price - COALESCE(wr_return_amt,0.0) AS sales_amt        FROM web_sales_orc_snappy JOIN item_orc_snappy ON i_item_sk=ws_item_sk                       JOIN date_dim_orc_snappy ON d_date_sk=ws_sold_date_sk                       LEFT JOIN web_returns_orc_snappy ON (ws_order_number=wr_order_number                                              AND ws_item_sk=wr_item_sk)        WHERE i_category='Sports') sales_detail  GROUP BY d_year, i_brand_id, i_class_id, i_category_id, i_manufact_id)  SELECT  prev_yr.d_year AS prev_year                           ,curr_yr.d_year AS year                           ,curr_yr.i_brand_id                           ,curr_yr.i_class_id                           ,curr_yr.i_category_id                           ,curr_yr.i_manufact_id                           ,prev_yr.sales_cnt AS prev_yr_cnt                           ,curr_yr.sales_cnt AS curr_yr_cnt                           ,curr_yr.sales_cnt-prev_yr.sales_cnt AS sales_cnt_diff                           ,curr_yr.sales_amt-prev_yr.sales_amt AS sales_amt_diff  FROM all_sales curr_yr, all_sales prev_yr  WHERE curr_yr.i_brand_id=prev_yr.i_brand_id    AND curr_yr.i_class_id=prev_yr.i_class_id    AND curr_yr.i_category_id=prev_yr.i_category_id    AND curr_yr.i_manufact_id=prev_yr.i_manufact_id    AND curr_yr.d_year=2002    AND prev_yr.d_year=2002-1    AND CAST(curr_yr.sales_cnt AS DECIMAL(17,2))/CAST(prev_yr.sales_cnt AS DECIMAL(17,2))<0.9  ORDER BY sales_cnt_diff,sales_amt_diff  limit 100",9.777101517
"with ws as   (select d_year AS ws_sold_year, ws_item_sk,     ws_bill_customer_sk ws_customer_sk,     sum(ws_quantity) ws_qty,     sum(ws_wholesale_cost) ws_wc,     sum(ws_sales_price) ws_sp    from web_sales_orc_snappy    left join web_returns_orc_snappy on wr_order_number=ws_order_number and ws_item_sk=wr_item_sk    join date_dim_orc_snappy on ws_sold_date_sk = d_date_sk    where wr_order_number is null    group by d_year, ws_item_sk, ws_bill_customer_sk    ), cs as   (select d_year AS cs_sold_year, cs_item_sk,     cs_bill_customer_sk cs_customer_sk,     sum(cs_quantity) cs_qty,     sum(cs_wholesale_cost) cs_wc,     sum(cs_sales_price) cs_sp    from catalog_sales_orc_snappy    left join catalog_returns_orc_snappy on cr_order_number=cs_order_number and cs_item_sk=cr_item_sk    join date_dim_orc_snappy on cs_sold_date_sk = d_date_sk    where cr_order_number is null    group by d_year, cs_item_sk, cs_bill_customer_sk    ), ss as   (select d_year AS ss_sold_year, ss_item_sk,     ss_customer_sk,     sum(ss_quantity) ss_qty,     sum(ss_wholesale_cost) ss_wc,     sum(ss_sales_price) ss_sp    from store_sales_orc_snappy    left join store_returns_orc_snappy on sr_ticket_number=ss_ticket_number and ss_item_sk=sr_item_sk    join date_dim_orc_snappy on ss_sold_date_sk = d_date_sk    where sr_ticket_number is null    group by d_year, ss_item_sk, ss_customer_sk    )  select  ss_customer_sk, round(ss_qty/(coalesce(ws_qty,0)+coalesce(cs_qty,0)),2) ratio, ss_qty store_qty, ss_wc store_wholesale_cost, ss_sp store_sales_price, coalesce(ws_qty,0)+coalesce(cs_qty,0) other_chan_qty, coalesce(ws_wc,0)+coalesce(cs_wc,0) other_chan_wholesale_cost, coalesce(ws_sp,0)+coalesce(cs_sp,0) other_chan_sales_price from ss left join ws on (ws_sold_year=ss_sold_year and ws_item_sk=ss_item_sk and ws_customer_sk=ss_customer_sk) left join cs on (cs_sold_year=ss_sold_year and cs_item_sk=ss_item_sk and cs_customer_sk=ss_customer_sk) where (coalesce(ws_qty,0)>0 or coalesce(cs_qty, 0)>0) and ss_sold_year=1998 order by    ss_customer_sk,   ss_qty desc, ss_wc desc, ss_sp desc,   other_chan_qty,   other_chan_wholesale_cost,   other_chan_sales_price,   ratio limit 100",11.51035833
"select  s_store_name       ,sum(ss_net_profit)  from store_sales_orc_snappy      ,date_dim_orc_snappy      ,store_orc_snappy,      (select ca_zip      from (       SELECT substr(ca_zip,1,5) ca_zip       FROM customer_address_orc_snappy       WHERE substr(ca_zip,1,5) IN (                           '47602','16704','35863','28577','83910','36201',                           '58412','48162','28055','41419','80332',                           '38607','77817','24891','16226','18410',                           '21231','59345','13918','51089','20317',                           '17167','54585','67881','78366','47770',                           '18360','51717','73108','14440','21800',                           '89338','45859','65501','34948','25973',                           '73219','25333','17291','10374','18829',                           '60736','82620','41351','52094','19326',                           '25214','54207','40936','21814','79077',                           '25178','75742','77454','30621','89193',                           '27369','41232','48567','83041','71948',                           '37119','68341','14073','16891','62878',                           '49130','19833','24286','27700','40979',                           '50412','81504','94835','84844','71954',                           '39503','57649','18434','24987','12350',                           '86379','27413','44529','98569','16515',                           '27287','24255','21094','16005','56436',                           '91110','68293','56455','54558','10298',                           '83647','32754','27052','51766','19444',                           '13869','45645','94791','57631','20712',                           '37788','41807','46507','21727','71836',                           '81070','50632','88086','63991','20244',                           '31655','51782','29818','63792','68605',                           '94898','36430','57025','20601','82080',                           '33869','22728','35834','29086','92645',                           '98584','98072','11652','78093','57553',                           '43830','71144','53565','18700','90209',                           '71256','38353','54364','28571','96560',                           '57839','56355','50679','45266','84680',                           '34306','34972','48530','30106','15371',                           '92380','84247','92292','68852','13338',                           '34594','82602','70073','98069','85066',                           '47289','11686','98862','26217','47529',                           '63294','51793','35926','24227','14196',                           '24594','32489','99060','49472','43432',                           '49211','14312','88137','47369','56877',                           '20534','81755','15794','12318','21060',                           '73134','41255','63073','81003','73873',                           '66057','51184','51195','45676','92696',                           '70450','90669','98338','25264','38919',                           '59226','58581','60298','17895','19489',                           '52301','80846','95464','68770','51634',                           '19988','18367','18421','11618','67975',                           '25494','41352','95430','15734','62585',                           '97173','33773','10425','75675','53535',                           '17879','41967','12197','67998','79658',                           '59130','72592','14851','43933','68101',                           '50636','25717','71286','24660','58058',                           '72991','95042','15543','33122','69280',                           '11912','59386','27642','65177','17672',                           '33467','64592','36335','54010','18767',                           '63193','42361','49254','33113','33159',                           '36479','59080','11855','81963','31016',                           '49140','29392','41836','32958','53163',                           '13844','73146','23952','65148','93498',                           '14530','46131','58454','13376','13378',                           '83986','12320','17193','59852','46081',                           '98533','52389','13086','68843','31013',                           '13261','60560','13443','45533','83583',                           '11489','58218','19753','22911','25115',                           '86709','27156','32669','13123','51933',                           '39214','41331','66943','14155','69998',                           '49101','70070','35076','14242','73021',                           '59494','15782','29752','37914','74686',                           '83086','34473','15751','81084','49230',                           '91894','60624','17819','28810','63180',                           '56224','39459','55233','75752','43639',                           '55349','86057','62361','50788','31830',                           '58062','18218','85761','60083','45484',                           '21204','90229','70041','41162','35390',                           '16364','39500','68908','26689','52868',                           '81335','40146','11340','61527','61794',                           '71997','30415','59004','29450','58117',                           '69952','33562','83833','27385','61860',                           '96435','48333','23065','32961','84919',                           '61997','99132','22815','56600','68730',                           '48017','95694','32919','88217','27116',                           '28239','58032','18884','16791','21343',                           '97462','18569','75660','15475')      intersect       select ca_zip       from (SELECT substr(ca_zip,1,5) ca_zip,count(*) cnt             FROM customer_address_orc_snappy, customer_orc_snappy             WHERE ca_address_sk = c_current_addr_sk and                   c_preferred_cust_flag='Y'             group by ca_zip             having count(*) > 10)A1)A2) V1  where ss_store_sk = s_store_sk   and ss_sold_date_sk = d_date_sk   and d_qoy = 2 and d_year = 1998   and (substr(s_zip,1,2) = substr(V1.ca_zip,1,2))  group by s_store_name  order by s_store_name  limit 100",2.943244219
"select  channel, item, return_ratio, return_rank, currency_rank from  (select  'web' as channel  ,web.item  ,web.return_ratio  ,web.return_rank  ,web.currency_rank  from (  	select   	 item  	,return_ratio  	,currency_ratio  	,rank() over (order by return_ratio) as return_rank  	,rank() over (order by currency_ratio) as currency_rank  	from  	(	select ws.ws_item_sk as item  		,(cast(sum(coalesce(wr.wr_return_quantity,0)) as decimal(15,4))/  		cast(sum(coalesce(ws.ws_quantity,0)) as decimal(15,4) )) as return_ratio  		,(cast(sum(coalesce(wr.wr_return_amt,0)) as decimal(15,4))/  		cast(sum(coalesce(ws.ws_net_paid,0)) as decimal(15,4) )) as currency_ratio  		from   		 web_sales_orc_snappy ws left outer join web_returns_orc_snappy wr   			on (ws.ws_order_number = wr.wr_order_number and   			ws.ws_item_sk = wr.wr_item_sk)                  ,date_dim_orc_snappy  		where   			wr.wr_return_amt > 10000   			and ws.ws_net_profit > 1                          and ws.ws_net_paid > 0                          and ws.ws_quantity > 0                          and ws_sold_date_sk = d_date_sk                          and d_year = 1998                          and d_moy = 11  		group by ws.ws_item_sk  	) in_web  ) web  where   (  web.return_rank <= 10  or  web.currency_rank <= 10  )  union  select   'catalog' as channel  ,catalog.item  ,catalog.return_ratio  ,catalog.return_rank  ,catalog.currency_rank  from (  	select   	 item  	,return_ratio  	,currency_ratio  	,rank() over (order by return_ratio) as return_rank  	,rank() over (order by currency_ratio) as currency_rank  	from  	(	select   		cs.cs_item_sk as item  		,(cast(sum(coalesce(cr.cr_return_quantity,0)) as decimal(15,4))/  		cast(sum(coalesce(cs.cs_quantity,0)) as decimal(15,4) )) as return_ratio  		,(cast(sum(coalesce(cr.cr_return_amount,0)) as decimal(15,4))/  		cast(sum(coalesce(cs.cs_net_paid,0)) as decimal(15,4) )) as currency_ratio  		from   		catalog_sales_orc_snappy cs left outer join catalog_returns_orc_snappy cr  			on (cs.cs_order_number = cr.cr_order_number and   			cs.cs_item_sk = cr.cr_item_sk)                 ,date_dim_orc_snappy  		where   			cr.cr_return_amount > 10000   			and cs.cs_net_profit > 1                          and cs.cs_net_paid > 0                          and cs.cs_quantity > 0                          and cs_sold_date_sk = d_date_sk                          and d_year = 1998                          and d_moy = 11                  group by cs.cs_item_sk  	) in_cat  ) catalog  where   (  catalog.return_rank <= 10  or  catalog.currency_rank <=10  )  union  select   'store' as channel  ,store.item  ,store.return_ratio  ,store.return_rank  ,store.currency_rank  from (  	select   	 item  	,return_ratio  	,currency_ratio  	,rank() over (order by return_ratio) as return_rank  	,rank() over (order by currency_ratio) as currency_rank  	from  	(	select sts.ss_item_sk as item  		,(cast(sum(coalesce(sr.sr_return_quantity,0)) as decimal(15,4))/cast(sum(coalesce(sts.ss_quantity,0)) as decimal(15,4) )) as return_ratio  		,(cast(sum(coalesce(sr.sr_return_amt,0)) as decimal(15,4))/cast(sum(coalesce(sts.ss_net_paid,0)) as decimal(15,4) )) as currency_ratio  		from   		store_sales_orc_snappy sts left outer join store_returns_orc_snappy sr  			on (sts.ss_ticket_number = sr.sr_ticket_number and sts.ss_item_sk = sr.sr_item_sk)                 ,date_dim_orc_snappy  		where   			sr.sr_return_amt > 10000   			and sts.ss_net_profit > 1                          and sts.ss_net_paid > 0                           and sts.ss_quantity > 0                          and ss_sold_date_sk = d_date_sk                          and d_year = 1998                          and d_moy = 11  		group by sts.ss_item_sk  	) in_store  ) store  where  (  store.return_rank <= 10  or   store.currency_rank <= 10  )  )  order by 1,4,5,2  limit 100",6.36460948
"select  * from  (select count(*) h8_30_to_9  from store_sales_orc_snappy, household_demographics_orc_snappy , time_dim_orc_snappy, store_orc_snappy  where ss_sold_time_sk = time_dim_orc_snappy.t_time_sk         and ss_hdemo_sk = household_demographics_orc_snappy.hd_demo_sk       and ss_store_sk = s_store_sk      and time_dim_orc_snappy.t_hour = 8      and time_dim_orc_snappy.t_minute >= 30      and ((household_demographics_orc_snappy.hd_dep_count = 0 and household_demographics_orc_snappy.hd_vehicle_count<=0+2) or           (household_demographics_orc_snappy.hd_dep_count = -1 and household_demographics_orc_snappy.hd_vehicle_count<=-1+2) or           (household_demographics_orc_snappy.hd_dep_count = 3 and household_demographics_orc_snappy.hd_vehicle_count<=3+2))       and store_orc_snappy.s_store_name = 'ese') s1,  (select count(*) h9_to_9_30   from store_sales_orc_snappy, household_demographics_orc_snappy , time_dim_orc_snappy, store_orc_snappy  where ss_sold_time_sk = time_dim_orc_snappy.t_time_sk      and ss_hdemo_sk = household_demographics_orc_snappy.hd_demo_sk      and ss_store_sk = s_store_sk       and time_dim_orc_snappy.t_hour = 9       and time_dim_orc_snappy.t_minute < 30      and ((household_demographics_orc_snappy.hd_dep_count = 0 and household_demographics_orc_snappy.hd_vehicle_count<=0+2) or           (household_demographics_orc_snappy.hd_dep_count = -1 and household_demographics_orc_snappy.hd_vehicle_count<=-1+2) or           (household_demographics_orc_snappy.hd_dep_count = 3 and household_demographics_orc_snappy.hd_vehicle_count<=3+2))      and store_orc_snappy.s_store_name = 'ese') s2,  (select count(*) h9_30_to_10   from store_sales_orc_snappy, household_demographics_orc_snappy , time_dim_orc_snappy, store_orc_snappy  where ss_sold_time_sk = time_dim_orc_snappy.t_time_sk      and ss_hdemo_sk = household_demographics_orc_snappy.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim_orc_snappy.t_hour = 9      and time_dim_orc_snappy.t_minute >= 30      and ((household_demographics_orc_snappy.hd_dep_count = 0 and household_demographics_orc_snappy.hd_vehicle_count<=0+2) or           (household_demographics_orc_snappy.hd_dep_count = -1 and household_demographics_orc_snappy.hd_vehicle_count<=-1+2) or           (household_demographics_orc_snappy.hd_dep_count = 3 and household_demographics_orc_snappy.hd_vehicle_count<=3+2))      and store_orc_snappy.s_store_name = 'ese') s3,  (select count(*) h10_to_10_30  from store_sales_orc_snappy, household_demographics_orc_snappy , time_dim_orc_snappy, store_orc_snappy  where ss_sold_time_sk = time_dim_orc_snappy.t_time_sk      and ss_hdemo_sk = household_demographics_orc_snappy.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim_orc_snappy.t_hour = 10       and time_dim_orc_snappy.t_minute < 30      and ((household_demographics_orc_snappy.hd_dep_count = 0 and household_demographics_orc_snappy.hd_vehicle_count<=0+2) or           (household_demographics_orc_snappy.hd_dep_count = -1 and household_demographics_orc_snappy.hd_vehicle_count<=-1+2) or           (household_demographics_orc_snappy.hd_dep_count = 3 and household_demographics_orc_snappy.hd_vehicle_count<=3+2))      and store_orc_snappy.s_store_name = 'ese') s4,  (select count(*) h10_30_to_11  from store_sales_orc_snappy, household_demographics_orc_snappy , time_dim_orc_snappy, store_orc_snappy  where ss_sold_time_sk = time_dim_orc_snappy.t_time_sk      and ss_hdemo_sk = household_demographics_orc_snappy.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim_orc_snappy.t_hour = 10       and time_dim_orc_snappy.t_minute >= 30      and ((household_demographics_orc_snappy.hd_dep_count = 0 and household_demographics_orc_snappy.hd_vehicle_count<=0+2) or           (household_demographics_orc_snappy.hd_dep_count = -1 and household_demographics_orc_snappy.hd_vehicle_count<=-1+2) or           (household_demographics_orc_snappy.hd_dep_count = 3 and household_demographics_orc_snappy.hd_vehicle_count<=3+2))      and store_orc_snappy.s_store_name = 'ese') s5,  (select count(*) h11_to_11_30  from store_sales_orc_snappy, household_demographics_orc_snappy , time_dim_orc_snappy, store_orc_snappy  where ss_sold_time_sk = time_dim_orc_snappy.t_time_sk      and ss_hdemo_sk = household_demographics_orc_snappy.hd_demo_sk      and ss_store_sk = s_store_sk       and time_dim_orc_snappy.t_hour = 11      and time_dim_orc_snappy.t_minute < 30      and ((household_demographics_orc_snappy.hd_dep_count = 0 and household_demographics_orc_snappy.hd_vehicle_count<=0+2) or           (household_demographics_orc_snappy.hd_dep_count = -1 and household_demographics_orc_snappy.hd_vehicle_count<=-1+2) or           (household_demographics_orc_snappy.hd_dep_count = 3 and household_demographics_orc_snappy.hd_vehicle_count<=3+2))      and store_orc_snappy.s_store_name = 'ese') s6,  (select count(*) h11_30_to_12  from store_sales_orc_snappy, household_demographics_orc_snappy , time_dim_orc_snappy, store_orc_snappy  where ss_sold_time_sk = time_dim_orc_snappy.t_time_sk      and ss_hdemo_sk = household_demographics_orc_snappy.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim_orc_snappy.t_hour = 11      and time_dim_orc_snappy.t_minute >= 30      and ((household_demographics_orc_snappy.hd_dep_count = 0 and household_demographics_orc_snappy.hd_vehicle_count<=0+2) or           (household_demographics_orc_snappy.hd_dep_count = -1 and household_demographics_orc_snappy.hd_vehicle_count<=-1+2) or           (household_demographics_orc_snappy.hd_dep_count = 3 and household_demographics_orc_snappy.hd_vehicle_count<=3+2))      and store_orc_snappy.s_store_name = 'ese') s7,  (select count(*) h12_to_12_30  from store_sales_orc_snappy, household_demographics_orc_snappy , time_dim_orc_snappy, store_orc_snappy  where ss_sold_time_sk = time_dim_orc_snappy.t_time_sk      and ss_hdemo_sk = household_demographics_orc_snappy.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim_orc_snappy.t_hour = 12      and time_dim_orc_snappy.t_minute < 30      and ((household_demographics_orc_snappy.hd_dep_count = 0 and household_demographics_orc_snappy.hd_vehicle_count<=0+2) or           (household_demographics_orc_snappy.hd_dep_count = -1 and household_demographics_orc_snappy.hd_vehicle_count<=-1+2) or           (household_demographics_orc_snappy.hd_dep_count = 3 and household_demographics_orc_snappy.hd_vehicle_count<=3+2))      and store_orc_snappy.s_store_name = 'ese') s8",6.610346556
"with customer_total_return as  (select cr_returning_customer_sk as ctr_customer_sk         ,ca_state as ctr_state,   	sum(cr_return_amt_inc_tax) as ctr_total_return  from catalog_returns_orc_snappy      ,date_dim_orc_snappy      ,customer_address_orc_snappy  where cr_returned_date_sk = d_date_sk     and d_year =2001    and cr_returning_addr_sk = ca_address_sk   group by cr_returning_customer_sk          ,ca_state )   select  c_customer_id,c_salutation,c_first_name,c_last_name,ca_street_number,ca_street_name                    ,ca_street_type,ca_suite_number,ca_city,ca_county,ca_state,ca_zip,ca_country,ca_gmt_offset                   ,ca_location_type,ctr_total_return  from customer_total_return ctr1      ,customer_address_orc_snappy      ,customer_orc_snappy  where ctr1.ctr_total_return > (select avg(ctr_total_return)*1.2  			  from customer_total_return ctr2                    	  where ctr1.ctr_state = ctr2.ctr_state)        and ca_address_sk = c_current_addr_sk        and ca_state = 'TN'        and ctr1.ctr_customer_sk = c_customer_sk  order by c_customer_id,c_salutation,c_first_name,c_last_name,ca_street_number,ca_street_name                    ,ca_street_type,ca_suite_number,ca_city,ca_county,ca_state,ca_zip,ca_country,ca_gmt_offset                   ,ca_location_type,ctr_total_return  limit 100",2.677867413
"select    c_last_name,c_first_name,substr(s_city,1,30),ss_ticket_number,amt,profit   from    (select ss_ticket_number           ,ss_customer_sk           ,store_orc_snappy.s_city           ,sum(ss_coupon_amt) amt           ,sum(ss_net_profit) profit     from store_sales_orc_snappy,date_dim_orc_snappy,store_orc_snappy,household_demographics_orc_snappy     where store_sales_orc_snappy.ss_sold_date_sk = date_dim_orc_snappy.d_date_sk     and store_sales_orc_snappy.ss_store_sk = store_orc_snappy.s_store_sk       and store_sales_orc_snappy.ss_hdemo_sk = household_demographics_orc_snappy.hd_demo_sk     and (household_demographics_orc_snappy.hd_dep_count = 7 or household_demographics_orc_snappy.hd_vehicle_count > -1)     and date_dim_orc_snappy.d_dow = 1     and date_dim_orc_snappy.d_year in (2000,2000+1,2000+2)      and store_orc_snappy.s_number_employees between 200 and 295     group by ss_ticket_number,ss_customer_sk,ss_addr_sk,store_orc_snappy.s_city) ms,customer_orc_snappy     where ss_customer_sk = c_customer_sk  order by c_last_name,c_first_name,substr(s_city,1,30), profit limit 100",3.094258547
,
Total Time Taken - ,205.3253675
